,Cell_ID,Age,Development,BrainArea,CellTarget,CellType,CellLayer,RMP,Rin,Tau,Rheobase,AP_Threshold,AP_Height,AP_HalfWidth,AP_AHP,MaxFiringFrequency,AdaptationIndex,VoltageSag
104,SX35.4,9,P9-P13,S1BF,Pyramidal,Pyr,4,-60.749466360234464,675.8091524032287,0.04484368518023221,19.344827586206875,-28.778076171875,56.09130859375,0.002449999999999841,6.195068359375,30.0,1.241254523522316,5.226409912109375
105,SX35.5,9,P9-P13,S1BF,Pyramidal,Pyr,4,-66.18385880798246,599.5525813518341,0.03235468459821391,28.599999999999966,-28.6865234375,61.309814453125,0.0022500000000000853,9.33837890625,26.0,1.4847702632937532,6.577484130859375
106,SX35.6,9,P9-P13,S1BF,LHX6,SST,4,-67.39795936560266,738.4329378553317,0.03281604156365767,9.166666666666673,-33.416748046875,60.4248046875,0.0015000000000000568,14.312744140625,72.0,1.4129793510324484,6.673675537109375
107,SX35.7,9,P9-P13,V1,LHX6,PV,4,-60.13802088833558,605.047730742767,0.04926343535255211,15.454545454545437,-32.989501953125,46.56982421875,0.0019000000000000128,20.08056640625,58.0,1.0807692307692307,0.48974609375
108,SX35.8,9,P9-P13,V1,Pyramidal,Pyr,4,-68.37070030666275,819.8407527069875,0.057668943182154174,11.470588235294118,-41.229248046875,56.7626953125,0.0022999999999999687,5.79833984375,60.0,1.2420382165605095,2.244964599609375
109,SX39.2,11,P9-P13,V1,Pyramidal,Pyr,4,-73.19425963255179,479.9125083833127,0.05384125453923672,9.545454545454547,-34.088134765625,68.634033203125,0.0022999999999999687,7.6904296875,34.0,1.2911497105045493,0.347320556640625
110,SX39.3,11,P9-P13,V1,Pyramidal,Pyr,4,-67.57855887408522,696.5567901294337,0.09230265370015216,7.5000000000000036,-35.186767578125,63.323974609375,0.002850000000000019,5.7373046875,34.0,1.1873622336517267,0.2752685546875
111,SX39.4,11,P9-P13,S1BF,Pyramidal,Pyr,4,-67.20329911767344,361.95210328396195,0.1563541496956886,15.0,-33.660888671875,62.774658203125,0.0016999999999998128,4.913330078125,22.0,1.8597236981934113,3.176849365234375
112,SX39.5,11,P9-P13,S1BF,Pyramidal,Pyr,4,-69.39889168333586,493.93489101554184,0.052503018714056694,13.333333333333318,-32.77587890625,50.994873046875,0.0023500000000000743,3.0517578125,36.0,5.06636670416198,4.157745361328125
113,SX39.6,11,P9-P13,S1BF,Pyramidal,Pyr,4,-66.46242782427763,569.87128332837,0.09248767581408009,7.999999999999995,-31.3720703125,70.73974609375,0.0017499999999999183,8.1787109375,42.0,1.7566938300349244,2.329498291015625
114,SX44.2,16,P14-P18,S1BF,LHX6,PV,4,-54.209897968313264,237.5369522722156,0.013772334141277374,20.0,-42.022705078125,68.023681640625,0.0009000000000001229,16.29638671875,106.0,1.1688888888888889,2.21124267578125
115,SX44.3,16,P14-P18,S1BF,SSTCre,SST,4,-52.13621572843628,390.6955118728016,0.0394881577133024,53.50000000000009,-33.99658203125,66.497802734375,0.0011499999999999844,5.67626953125,54.0,1.5966292134831461,10.036773681640625
116,SX47.1,17,P14-P18,S1BF,Pyramidal,Pyr,4,-70.43492649824564,251.55970539421634,1.078166654106511,44.99999999999994,-28.86962890625,57.43408203125,0.0016499999999999293,7.049560546875,34.0,1.4904714142427282,8.82666015625
117,SX47.2,17,P14-P18,S1BF,Pyramidal,Pyr,4,-76.66857408683006,183.85866524023837,0.013903272659697928,74.99999999999997,-33.26416015625,62.6220703125,0.0016999999999998128,5.035400390625,16.0,13.836795252225519,1.8778076171875
118,SX49.1,17,P14-P18,S1BF,LHX6,PV,4,-67.50583991948484,63.15697522606753,0.4835827721464361,320.41870016912276,-40.83251953125,63.90380859375,0.0004999999999999449,14.801025390625,194.0,0.32687927107061504,3.13214111328125
119,SX49.2,17,P14-P18,S1BF,LHX6,PV,4,-70.75926909589236,81.91094705205265,1.2550830929718415,185.88888888888889,-34.1796875,51.45263671875,0.0005500000000000504,17.27294921875,132.0,1.0537190082644627,3.096710205078125
120,SX67.1,17,P14-P18,S1BF,LHX6,SST,4,-62.999998948595504,296.88646313897993,-0.45379301234663033,20.0,-47.607421875,68.17626953125,0.0013000000000000789,5.401611328125,66.0,1.3625827814569536,6.98883056640625
